Description	OGID	110193_0	115357_0	116153_0	1629725_0	166361_0	217634_0	224129_0	41139_0	41895_0	50390_0	7048_0	7054_0	7070_0	7539_0	77166_0
None	5455at7041	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
None	5463at7041	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1
None	5466at7041	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
None	5469at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	546at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
None	5470at7041	1	1	1	0	3	9	10	1	2	7	4	4	2	3	3
None	5472at7041	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
None	5475at7041	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1
None	5476at7041	1	1	1	1	2	1	3	1	1	1	2	1	1	1	1
None	5477at7041	1	1	1	2	1	1	1	1	1	1	3	3	1	3	1
None	5479at7041	1	1	2	0	1	1	1	1	1	1	1	1	1	1	1
None	547at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	5481at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	5482at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	5483at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
None	5487at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	5496at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	5497at7041	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
None	54at7041	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2
None	5511at7041	1	2	1	0	1	2	1	1	1	1	1	1	1	3	1
None	5516at7041	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
None	5519at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
None	551at7041	1	1	1	1	2	2	2	1	1	1	1	2	1	1	1
None	5520at7041	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1
None	5522at7041	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
None	5529at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	2
None	5534at7041	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1
None	5537at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	553at7041	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1
None	5547at7041	1	1	1	0	2	1	1	1	1	1	1	1	1	1	1
None	5549at7041	4	4	8	1	8	1	0	3	1	2	1	1	1	3	1
None	5552at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	5555at7041	1	1	2	1	3	2	1	1	1	2	3	1	1	2	3
None	5564at7041	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1
None	5567at7041	2	1	1	2	2	1	1	1	1	3	1	1	1	1	1
None	5579at7041	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
None	5580at7041	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1
None	5582at7041	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
None	5585at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
None	5587at7041	1	1	2	0	1	1	1	1	1	1	1	1	1	1	1
None	558at7041	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1
None	5591at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	5595at7041	1	1	1	1	1	1	3	1	1	2	1	2	1	1	1
None	5597at7041	1	4	3	0	1	1	3	2	1	3	1	1	1	2	1
None	5598at7041	2	1	2	0	1	1	2	1	1	1	1	1	1	1	1
None	5600at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	5602at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2
None	5606at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	3
None	5607at7041	1	1	1	0	1	1	1	1	1	1	1	2	1	1	1
None	5609at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	2
None	5614at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	5616at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	5619at7041	1	1	0	1	1	1	2	2	1	1	1	3	1	1	1
None	5621at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	5622at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	5623at7041	1	1	1	1	0	2	2	1	1	1	1	1	1	1	1
None	5624at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	5626at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	5627at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	5631at7041	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
None	5635at7041	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1
None	5638at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	563at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	5640at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	5647at7041	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
None	5650at7041	3	1	1	0	4	1	2	1	3	1	3	4	3	1	2
None	5657at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	5660at7041	1	1	1	1	1	1	1	1	1	1	1	1	2	0	1
None	5664at7041	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
None	5667at7041	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
None	5668at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	5670at7041	1	1	1	0	1	1	1	1	1	1	1	2	1	1	1
None	5673at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	5675at7041	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
None	567at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3
None	5683at7041	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
None	5684at7041	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
None	5689at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	5692at7041	1	1	1	1	1	1	1	1	1	12	1	1	2	1	1
None	5695at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
None	5697at7041	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1
None	56at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	5700at7041	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
None	5702at7041	2	1	1	0	1	1	1	1	1	1	1	1	1	2	1
None	5705at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	5706at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	5707at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	570at7041	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
None	5711at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	5716at7041	1	1	1	0	1	1	1	1	2	1	1	3	1	1	1
None	5717at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
None	5720at7041	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
None	5723at7041	1	1	3	2	1	1	1	1	1	2	1	2	1	2	2
None	5724at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	2	1
None	572at7041	2	2	2	1	1	2	1	2	2	2	2	3	2	1	2
None	5736at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	5738at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	5741at7041	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1
None	5745at7041	1	1	6	0	1	1	1	1	1	1	1	3	1	1	3
None	5748at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	5751at7041	1	1	1	0	2	2	1	1	1	1	1	2	1	1	1
None	5758at7041	1	1	1	0	1	1	1	1	1	1	1	2	1	1	1
None	575at7041	1	1	1	1	1	1	3	1	1	1	2	1	1	0	1
None	5762at7041	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
None	5770at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	5774at7041	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
None	5775at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	5777at7041	1	1	2	1	1	1	0	1	1	1	1	1	1	1	2
None	5780at7041	1	1	1	0	2	1	1	1	1	1	1	1	1	1	1
None	5782at7041	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	5786at7041	2	2	1	1	1	2	2	1	1	1	1	1	1	1	1
None	5788at7041	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
None	5796at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	57at7041	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
None	5800at7041	2	2	2	1	4	3	2	2	2	2	2	4	2	2	2
None	5801at7041	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1
None	5802at7041	1	1	3	0	1	1	2	1	1	1	1	2	1	1	1
None	5803at7041	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1
None	5806at7041	1	1	3	1	1	1	1	1	1	1	1	1	1	1	0
None	5809at7041	3	2	1	2	2	2	1	1	1	2	1	2	1	1	1
None	5810at7041	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
None	5812at7041	1	1	3	0	1	1	2	1	1	1	1	1	1	2	1
None	5830at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	5834at7041	1	1	2	1	2	1	1	1	1	1	1	2	1	1	1
None	5840at7041	1	1	1	0	1	1	1	1	2	1	1	1	2	1	1
None	5843at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
None	5846at7041	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
None	5848at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	5850at7041	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
None	5854at7041	1	1	1	2	1	0	1	1	1	1	1	1	1	1	1
None	5855at7041	1	1	1	0	1	1	1	1	1	2	1	1	1	1	1
None	5857at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	5861at7041	1	2	1	1	1	1	1	3	1	1	1	1	1	1	1
None	5863at7041	1	1	2	0	1	1	1	1	1	1	1	1	1	1	1
None	5864at7041	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
None	5869at7041	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1
None	5870at7041	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
None	5871at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	5877at7041	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
None	5879at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3
None	587at7041	1	1	1	1	1	1	1	1	1	1	2	2	1	1	3
None	5882at7041	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
None	5889at7041	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
None	5893at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
None	5894at7041	1	1	3	0	1	1	1	1	1	1	1	2	1	1	1
None	58at7041	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
None	5901at7041	1	1	1	1	1	1	2	1	1	1	1	3	1	1	1
None	5902at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	5908at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3
None	5914at7041	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
None	5916at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	5921at7041	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
None	5926at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	592at7041	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
None	5931at7041	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
None	5932at7041	1	1	1	0	2	1	1	1	1	1	1	1	1	2	1
None	5934at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	3
None	5937at7041	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
None	5938at7041	1	1	1	0	1	1	1	1	1	1	1	2	1	1	1
None	5940at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	5942at7041	1	2	1	1	1	1	3	2	2	1	1	1	2	1	2
None	5945at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
None	5949at7041	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1
None	594at7041	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1
None	5953at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	1	3
None	595at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	5962at7041	1	2	7	1	2	4	0	2	3	3	2	2	3	3	1
None	5964at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	5967at7041	1	1	1	0	1	1	1	1	1	1	1	2	1	1	1
None	5975at7041	1	1	1	1	1	1	0	1	1	3	2	3	1	1	1
None	5976at7041	1	1	0	1	2	1	1	1	1	1	1	1	1	1	1
None	5977at7041	1	2	1	0	1	1	1	1	1	1	1	2	1	1	1
None	5983at7041	1	1	1	0	1	1	2	1	1	1	1	1	1	2	1
None	5987at7041	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
None	5988at7041	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
None	598at7041	1	1	2	0	1	1	1	1	1	1	1	1	1	1	1
None	5997at7041	1	1	1	0	1	1	1	1	1	1	1	2	1	1	1
None	59at7041	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1
None	6000at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	6003at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3
None	6008at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2
None	600at7041	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
None	6010at7041	1	1	3	1	2	1	1	1	1	1	1	2	1	1	1
None	6012at7041	1	1	2	1	1	1	2	1	1	3	1	1	2	3	1
None	6014at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
None	6016at7041	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1
None	6020at7041	1	1	1	0	1	1	2	1	1	1	1	1	1	1	1
None	6021at7041	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1
None	6037at7041	1	1	2	3	1	1	1	3	1	2	2	3	2	1	1
None	6038at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	603at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	6040at7041	2	1	1	1	1	1	2	1	2	1	1	1	2	1	1
None	6044at7041	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
None	6046at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	6052at7041	1	1	1	1	1	1	6	1	1	1	1	1	1	1	1
None	6056at7041	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1
None	6057at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
None	6061at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
None	6063at7041	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
None	6064at7041	1	1	1	0	1	1	1	1	1	1	2	1	1	1	1
None	6067at7041	1	1	3	1	1	1	2	1	1	1	1	1	1	1	1
None	606at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	6070at7041	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1
None	607at7041	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
None	6082at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	6084at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	6087at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	608at7041	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
None	6090at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	6098at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	60at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	6106at7041	1	1	1	2	1	1	2	1	1	2	1	1	1	2	1
None	6114at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	6116at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	6118at7041	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
None	6119at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
None	6120at7041	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
None	6121at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	6122at7041	1	1	1	1	2	1	1	1	1	0	1	2	1	1	1
None	6125at7041	1	1	2	0	1	1	2	1	1	3	1	1	1	2	2
None	6126at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	6133at7041	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	6134at7041	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2
None	6137at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	6138at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	6140at7041	1	1	1	1	1	1	1	2	1	3	1	1	1	1	1
None	6141at7041	1	2	1	0	1	3	1	1	1	1	1	1	1	1	1
None	6144at7041	1	1	2	1	1	1	2	1	1	1	1	3	1	1	1
None	6145at7041	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
None	6149at7041	1	2	2	1	1	2	1	2	1	1	2	1	1	2	2
None	6161at7041	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
None	6168at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	6176at7041	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2
None	6184at7041	1	1	2	0	1	1	1	1	1	1	1	1	1	1	1
None	6191at7041	1	1	3	1	1	1	1	1	1	1	1	3	1	1	1
None	6192at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	6194at7041	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1
None	6195at7041	3	1	5	6	3	3	3	1	5	4	8	4	5	2	5
None	6196at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	6198at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
None	6204at7041	1	1	1	0	1	1	2	1	1	1	2	2	1	1	1
None	6206at7041	2	1	1	1	1	2	1	1	1	2	1	1	1	1	3
None	6211at7041	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1
None	6212at7041	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2
None	6213at7041	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1
None	621at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	6222at7041	1	1	1	0	1	1	1	1	1	1	1	2	1	1	1
None	6228at7041	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
None	622at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1
None	6238at7041	1	2	1	1	1	1	1	2	1	2	1	2	1	1	1
None	623at7041	3	2	2	1	2	2	1	3	2	3	2	2	2	2	2
None	6243at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
None	6244at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	6248at7041	1	1	1	1	2	1	1	1	1	1	1	1	1	1	3
None	624at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	6250at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2
None	6251at7041	1	1	1	0	1	1	1	1	1	1	2	1	1	1	1
None	6253at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
None	6256at7041	2	1	1	1	1	1	1	1	2	1	2	1	2	1	1
None	6258at7041	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1
None	625at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	6264at7041	1	1	1	1	1	1	1	1	0	2	1	2	1	1	1
None	6272at7041	1	1	1	1	1	1	1	1	0	2	1	1	1	1	1
None	6277at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	6279at7041	1	1	2	1	1	1	1	1	1	1	2	1	1	2	2
None	627at7041	1	1	1	0	1	1	2	1	1	1	1	1	1	1	1
None	6283at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3
None	6284at7041	2	1	1	0	1	1	2	1	1	1	1	1	1	1	1
None	6287at7041	1	4	1	3	8	2	1	4	2	3	1	6	2	2	2
None	628at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	6291at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
None	6292at7041	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1
None	6293at7041	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2
None	6295at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	629at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	6303at7041	1	1	1	1	2	1	2	1	1	2	1	1	1	1	1
None	6304at7041	1	1	0	1	1	1	1	1	1	1	1	3	1	1	1
None	6305at7041	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1
None	6307at7041	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	6308at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1
None	6311at7041	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
None	6319at7041	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1
None	6323at7041	1	2	1	0	1	6	1	2	1	1	1	1	1	1	1
None	6325at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	6326at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	6328at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	6330at7041	1	1	1	0	1	1	1	1	1	1	1	2	1	1	1
None	6331at7041	1	1	2	0	1	1	1	1	1	2	1	2	1	1	1
None	6333at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	633at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	6340at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	6350at7041	1	1	1	0	1	1	1	1	1	1	1	2	1	1	1
None	6353at7041	1	2	1	1	1	2	2	2	1	2	2	2	0	2	2
None	6355at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	6356at7041	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1
None	6358at7041	1	1	1	0	2	2	1	1	1	1	1	1	1	1	1
None	6359at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	6373at7041	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2
None	6386at7041	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
None	6387at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
None	6394at7041	1	1	1	0	1	1	2	1	1	1	1	2	1	1	1
None	6395at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	639at7041	1	1	1	1	1	1	1	1	1	2	1	3	1	1	1
None	63at7041	1	1	1	0	1	1	2	1	1	1	1	1	1	1	1
None	6401at7041	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
None	6402at7041	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1
None	6405at7041	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
None	6408at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	6409at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	640at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	6412at7041	0	1	5	2	2	5	4	1	5	6	4	2	5	4	6
None	641at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
None	6423at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
None	6424at7041	1	1	1	1	1	1	1	1	1	1	2	3	1	1	1
None	6432at7041	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1
None	6434at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
None	6436at7041	1	1	2	1	2	1	2	3	1	1	1	0	1	1	2
None	6437at7041	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
None	6438at7041	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1
None	6445at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	6450at7041	2	1	1	2	1	1	1	1	1	2	1	7	1	1	1
None	6451at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	6456at7041	1	1	2	1	1	1	5	1	1	0	1	5	1	2	1
None	6458at7041	2	1	2	1	1	1	1	1	1	2	1	1	1	1	1
None	6459at7041	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
None	645at7041	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
None	6462at7041	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
None	6464at7041	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1
None	6466at7041	1	1	1	0	1	1	1	1	1	1	1	2	1	1	1
None	6467at7041	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
None	6471at7041	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
None	6476at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	2	1
None	6477at7041	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1
None	6481at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	648at7041	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1
None	6490at7041	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1
None	6493at7041	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
None	6494at7041	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
None	6496at7041	2	3	3	1	1	2	2	3	2	3	3	1	4	3	3
None	6497at7041	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
None	6500at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	6507at7041	1	1	1	0	2	1	2	1	1	1	1	2	1	1	1
None	6508at7041	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
None	6510at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	6512at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	6513at7041	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2
None	6514at7041	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
None	6516at7041	1	1	2	0	1	1	1	1	1	1	1	1	1	1	1
None	6520at7041	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2
None	6526at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	6527at7041	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
None	6530at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	6532at7041	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1
None	6535at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	2	3
None	6537at7041	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1
None	6538at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	6539at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
None	6540at7041	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
None	6544at7041	1	1	1	0	1	1	1	1	1	1	2	1	1	1	1
None	6546at7041	1	1	1	1	1	1	1	1	1	1	2	1	1	0	1
None	6554at7041	1	1	2	0	1	1	1	1	1	1	1	1	1	1	1
None	6555at7041	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1
None	6556at7041	1	1	2	0	1	1	1	1	1	1	1	1	1	1	1
None	6559at7041	1	1	2	0	1	1	1	1	1	1	1	1	1	1	1
None	6561at7041	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
None	6562at7041	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
None	656at7041	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
